id,datetime,file_name,seq_id,frame_num,seq_num_frames,location,date,time
A05_100EK113_01080001.JPG,2020-01-08 08:19:46+00:00,A05/100EK113/01080001.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,0,6,A05,2020-01-08,08:19:46
A05_100EK113_01080002.JPG,2020-01-08 08:19:47+00:00,A05/100EK113/01080002.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,1,6,A05,2020-01-08,08:19:47
A05_100EK113_01080003.JPG,2020-01-08 08:19:48+00:00,A05/100EK113/01080003.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,2,6,A05,2020-01-08,08:19:48
A05_100EK113_01080004.JPG,2020-01-08 08:19:50+00:00,A05/100EK113/01080004.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,3,6,A05,2020-01-08,08:19:50
A05_100EK113_01080005.JPG,2020-01-08 08:19:51+00:00,A05/100EK113/01080005.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,4,6,A05,2020-01-08,08:19:51
A05_100EK113_01080006.JPG,2020-01-08 08:19:52+00:00,A05/100EK113/01080006.JPG,39e8b482-7160-11ec-89cc-5cf3706028c2,5,6,A05,2020-01-08,08:19:52
A05_100EK113_01080007.JPG,2020-01-08 08:21:24+00:00,A05/100EK113/01080007.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,0,12,A05,2020-01-08,08:21:24
A05_100EK113_01080008.JPG,2020-01-08 08:21:25+00:00,A05/100EK113/01080008.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,1,12,A05,2020-01-08,08:21:25
A05_100EK113_01080009.JPG,2020-01-08 08:21:26+00:00,A05/100EK113/01080009.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,2,12,A05,2020-01-08,08:21:26
A05_100EK113_01080010.JPG,2020-01-08 08:21:29+00:00,A05/100EK113/01080010.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,3,12,A05,2020-01-08,08:21:29
A05_100EK113_01080011.JPG,2020-01-08 08:21:30+00:00,A05/100EK113/01080011.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,4,12,A05,2020-01-08,08:21:30
A05_100EK113_01080012.JPG,2020-01-08 08:21:31+00:00,A05/100EK113/01080012.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,5,12,A05,2020-01-08,08:21:31
A05_100EK113_01080013.JPG,2020-01-08 08:21:33+00:00,A05/100EK113/01080013.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,6,12,A05,2020-01-08,08:21:33
A05_100EK113_01080014.JPG,2020-01-08 08:21:34+00:00,A05/100EK113/01080014.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,7,12,A05,2020-01-08,08:21:34
A05_100EK113_01080015.JPG,2020-01-08 08:21:35+00:00,A05/100EK113/01080015.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,8,12,A05,2020-01-08,08:21:35
A05_100EK113_01080016.JPG,2020-01-08 08:21:37+00:00,A05/100EK113/01080016.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,9,12,A05,2020-01-08,08:21:37
A05_100EK113_01080017.JPG,2020-01-08 08:21:38+00:00,A05/100EK113/01080017.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,10,12,A05,2020-01-08,08:21:38
A05_100EK113_01080018.JPG,2020-01-08 08:21:39+00:00,A05/100EK113/01080018.JPG,39e8b483-7160-11ec-8dc4-5cf3706028c2,11,12,A05,2020-01-08,08:21:39
A05_100EK113_01080019.JPG,2020-01-08 08:22:48+00:00,A05/100EK113/01080019.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,0,63,A05,2020-01-08,08:22:48
A05_100EK113_01080020.JPG,2020-01-08 08:22:49+00:00,A05/100EK113/01080020.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,1,63,A05,2020-01-08,08:22:49
A05_100EK113_01080021.JPG,2020-01-08 08:22:50+00:00,A05/100EK113/01080021.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,2,63,A05,2020-01-08,08:22:50
A05_100EK113_01080023.JPG,2020-01-08 08:22:53+00:00,A05/100EK113/01080023.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,4,63,A05,2020-01-08,08:22:53
A05_100EK113_01080022.JPG,2020-01-08 08:22:53+00:00,A05/100EK113/01080022.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,3,63,A05,2020-01-08,08:22:53
A05_100EK113_01080024.JPG,2020-01-08 08:22:54+00:00,A05/100EK113/01080024.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,5,63,A05,2020-01-08,08:22:54
A05_100EK113_01080025.JPG,2020-01-08 08:22:57+00:00,A05/100EK113/01080025.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,6,63,A05,2020-01-08,08:22:57
A05_100EK113_01080026.JPG,2020-01-08 08:22:58+00:00,A05/100EK113/01080026.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,7,63,A05,2020-01-08,08:22:58
A05_100EK113_01080027.JPG,2020-01-08 08:22:59+00:00,A05/100EK113/01080027.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,8,63,A05,2020-01-08,08:22:59
A05_100EK113_01080028.JPG,2020-01-08 08:23:02+00:00,A05/100EK113/01080028.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,9,63,A05,2020-01-08,08:23:02
A05_100EK113_01080029.JPG,2020-01-08 08:23:03+00:00,A05/100EK113/01080029.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,10,63,A05,2020-01-08,08:23:03
A05_100EK113_01080030.JPG,2020-01-08 08:23:03+00:00,A05/100EK113/01080030.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,11,63,A05,2020-01-08,08:23:03
A05_100EK113_01080031.JPG,2020-01-08 08:23:06+00:00,A05/100EK113/01080031.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,12,63,A05,2020-01-08,08:23:06
A05_100EK113_01080032.JPG,2020-01-08 08:23:07+00:00,A05/100EK113/01080032.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,13,63,A05,2020-01-08,08:23:07
A05_100EK113_01080033.JPG,2020-01-08 08:23:08+00:00,A05/100EK113/01080033.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,14,63,A05,2020-01-08,08:23:08
A05_100EK113_01080034.JPG,2020-01-08 08:23:11+00:00,A05/100EK113/01080034.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,15,63,A05,2020-01-08,08:23:11
A05_100EK113_01080035.JPG,2020-01-08 08:23:12+00:00,A05/100EK113/01080035.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,16,63,A05,2020-01-08,08:23:12
A05_100EK113_01080036.JPG,2020-01-08 08:23:12+00:00,A05/100EK113/01080036.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,17,63,A05,2020-01-08,08:23:12
A05_100EK113_01080037.JPG,2020-01-08 08:23:15+00:00,A05/100EK113/01080037.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,18,63,A05,2020-01-08,08:23:15
A05_100EK113_01080038.JPG,2020-01-08 08:23:16+00:00,A05/100EK113/01080038.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,19,63,A05,2020-01-08,08:23:16
A05_100EK113_01080039.JPG,2020-01-08 08:23:17+00:00,A05/100EK113/01080039.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,20,63,A05,2020-01-08,08:23:17
A05_100EK113_01080040.JPG,2020-01-08 08:23:20+00:00,A05/100EK113/01080040.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,21,63,A05,2020-01-08,08:23:20
A05_100EK113_01080041.JPG,2020-01-08 08:23:21+00:00,A05/100EK113/01080041.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,22,63,A05,2020-01-08,08:23:21
A05_100EK113_01080042.JPG,2020-01-08 08:23:22+00:00,A05/100EK113/01080042.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,23,63,A05,2020-01-08,08:23:22
A05_100EK113_01080043.JPG,2020-01-08 08:23:25+00:00,A05/100EK113/01080043.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,24,63,A05,2020-01-08,08:23:25
A05_100EK113_01080044.JPG,2020-01-08 08:23:26+00:00,A05/100EK113/01080044.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,25,63,A05,2020-01-08,08:23:26
A05_100EK113_01080045.JPG,2020-01-08 08:23:27+00:00,A05/100EK113/01080045.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,26,63,A05,2020-01-08,08:23:27
A05_100EK113_01080046.JPG,2020-01-08 08:23:29+00:00,A05/100EK113/01080046.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,27,63,A05,2020-01-08,08:23:29
A05_100EK113_01080047.JPG,2020-01-08 08:23:30+00:00,A05/100EK113/01080047.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,28,63,A05,2020-01-08,08:23:30
A05_100EK113_01080048.JPG,2020-01-08 08:23:31+00:00,A05/100EK113/01080048.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,29,63,A05,2020-01-08,08:23:31
A05_100EK113_01080049.JPG,2020-01-08 08:23:34+00:00,A05/100EK113/01080049.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,30,63,A05,2020-01-08,08:23:34
A05_100EK113_01080050.JPG,2020-01-08 08:23:35+00:00,A05/100EK113/01080050.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,31,63,A05,2020-01-08,08:23:35
A05_100EK113_01080051.JPG,2020-01-08 08:23:36+00:00,A05/100EK113/01080051.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,32,63,A05,2020-01-08,08:23:36
A05_100EK113_01080052.JPG,2020-01-08 08:23:39+00:00,A05/100EK113/01080052.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,33,63,A05,2020-01-08,08:23:39
A05_100EK113_01080053.JPG,2020-01-08 08:23:40+00:00,A05/100EK113/01080053.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,34,63,A05,2020-01-08,08:23:40
A05_100EK113_01080054.JPG,2020-01-08 08:23:41+00:00,A05/100EK113/01080054.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,35,63,A05,2020-01-08,08:23:41
A05_100EK113_01080055.JPG,2020-01-08 08:23:43+00:00,A05/100EK113/01080055.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,36,63,A05,2020-01-08,08:23:43
A05_100EK113_01080056.JPG,2020-01-08 08:23:44+00:00,A05/100EK113/01080056.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,37,63,A05,2020-01-08,08:23:44
A05_100EK113_01080057.JPG,2020-01-08 08:23:45+00:00,A05/100EK113/01080057.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,38,63,A05,2020-01-08,08:23:45
A05_100EK113_01080058.JPG,2020-01-08 08:23:48+00:00,A05/100EK113/01080058.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,39,63,A05,2020-01-08,08:23:48
A05_100EK113_01080059.JPG,2020-01-08 08:23:49+00:00,A05/100EK113/01080059.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,40,63,A05,2020-01-08,08:23:49
A05_100EK113_01080060.JPG,2020-01-08 08:23:50+00:00,A05/100EK113/01080060.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,41,63,A05,2020-01-08,08:23:50
A05_100EK113_01080061.JPG,2020-01-08 08:23:53+00:00,A05/100EK113/01080061.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,42,63,A05,2020-01-08,08:23:53
A05_100EK113_01080062.JPG,2020-01-08 08:23:54+00:00,A05/100EK113/01080062.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,43,63,A05,2020-01-08,08:23:54
A05_100EK113_01080063.JPG,2020-01-08 08:23:55+00:00,A05/100EK113/01080063.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,44,63,A05,2020-01-08,08:23:55
A05_100EK113_01080064.JPG,2020-01-08 08:23:57+00:00,A05/100EK113/01080064.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,45,63,A05,2020-01-08,08:23:57
A05_100EK113_01080065.JPG,2020-01-08 08:23:58+00:00,A05/100EK113/01080065.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,46,63,A05,2020-01-08,08:23:58
A05_100EK113_01080066.JPG,2020-01-08 08:23:59+00:00,A05/100EK113/01080066.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,47,63,A05,2020-01-08,08:23:59
A05_100EK113_01080067.JPG,2020-01-08 08:24:01+00:00,A05/100EK113/01080067.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,48,63,A05,2020-01-08,08:24:01
A05_100EK113_01080068.JPG,2020-01-08 08:24:02+00:00,A05/100EK113/01080068.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,49,63,A05,2020-01-08,08:24:02
A05_100EK113_01080069.JPG,2020-01-08 08:24:03+00:00,A05/100EK113/01080069.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,50,63,A05,2020-01-08,08:24:03
A05_100EK113_01080070.JPG,2020-01-08 08:24:05+00:00,A05/100EK113/01080070.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,51,63,A05,2020-01-08,08:24:05
A05_100EK113_01080071.JPG,2020-01-08 08:24:06+00:00,A05/100EK113/01080071.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,52,63,A05,2020-01-08,08:24:06
A05_100EK113_01080072.JPG,2020-01-08 08:24:07+00:00,A05/100EK113/01080072.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,53,63,A05,2020-01-08,08:24:07
A05_100EK113_01080073.JPG,2020-01-08 08:24:09+00:00,A05/100EK113/01080073.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,54,63,A05,2020-01-08,08:24:09
A05_100EK113_01080074.JPG,2020-01-08 08:24:10+00:00,A05/100EK113/01080074.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,55,63,A05,2020-01-08,08:24:10
A05_100EK113_01080075.JPG,2020-01-08 08:24:11+00:00,A05/100EK113/01080075.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,56,63,A05,2020-01-08,08:24:11
A05_100EK113_01080076.JPG,2020-01-08 08:24:15+00:00,A05/100EK113/01080076.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,57,63,A05,2020-01-08,08:24:15
A05_100EK113_01080077.JPG,2020-01-08 08:24:16+00:00,A05/100EK113/01080077.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,58,63,A05,2020-01-08,08:24:16
A05_100EK113_01080078.JPG,2020-01-08 08:24:17+00:00,A05/100EK113/01080078.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,59,63,A05,2020-01-08,08:24:17
A05_100EK113_01080079.JPG,2020-01-08 08:24:20+00:00,A05/100EK113/01080079.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,60,63,A05,2020-01-08,08:24:20
A05_100EK113_01080080.JPG,2020-01-08 08:24:21+00:00,A05/100EK113/01080080.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,61,63,A05,2020-01-08,08:24:21
A05_100EK113_01080081.JPG,2020-01-08 08:24:22+00:00,A05/100EK113/01080081.JPG,39e8b484-7160-11ec-af59-5cf3706028c2,62,63,A05,2020-01-08,08:24:22
N15_100EK113_01080001.JPG,2020-01-08 08:57:49+00:00,N15/100EK113/01080001.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,0,14,N15,2020-01-08,08:57:49
N15_100EK113_01080002.JPG,2020-01-08 08:57:50+00:00,N15/100EK113/01080002.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,1,14,N15,2020-01-08,08:57:50
N15_100EK113_01080003.JPG,2020-01-08 08:57:51+00:00,N15/100EK113/01080003.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,2,14,N15,2020-01-08,08:57:51
N15_100EK113_01080004.JPG,2020-01-08 08:57:53+00:00,N15/100EK113/01080004.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,3,14,N15,2020-01-08,08:57:53
N15_100EK113_01080005.JPG,2020-01-08 08:57:54+00:00,N15/100EK113/01080005.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,4,14,N15,2020-01-08,08:57:54
N15_100EK113_01080006.JPG,2020-01-08 08:57:55+00:00,N15/100EK113/01080006.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,5,14,N15,2020-01-08,08:57:55
N15_100EK113_01080007.JPG,2020-01-08 08:57:57+00:00,N15/100EK113/01080007.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,6,14,N15,2020-01-08,08:57:57
N15_100EK113_01080008.JPG,2020-01-08 08:57:58+00:00,N15/100EK113/01080008.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,7,14,N15,2020-01-08,08:57:58
N15_100EK113_01080009.JPG,2020-01-08 08:57:59+00:00,N15/100EK113/01080009.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,8,14,N15,2020-01-08,08:57:59
N15_100EK113_01080010.JPG,2020-01-08 08:58:01+00:00,N15/100EK113/01080010.JPG,39eb744f-7160-11ec-8482-5cf3706028c2,9,14,N15,2020-01-08,08:58:01
